Steps: 2000	Recognition Loss: 19.40765	Translation Loss: 55277.98828	PPL: 311.49332	Eval Metric: bleu	WER 6.29	(DEL: 0.07,	INS: 0.00,	SUB: 6.22)	BLEU-4 0.00	(BLEU-1: 13.88,	BLEU-2: 5.09,	BLEU-3: 1.84,	BLEU-4: 0.00)	CHRF 14.65	ROUGE 12.30	LR: 0.00010000	*
Steps: 4000	Recognition Loss: 15.84578	Translation Loss: 57865.00781	PPL: 407.51410	Eval Metric: bleu	WER 4.88	(DEL: 0.00,	INS: 0.00,	SUB: 4.88)	BLEU-4 0.54	(BLEU-1: 11.71,	BLEU-2: 3.80,	BLEU-3: 1.34,	BLEU-4: 0.54)	CHRF 16.69	ROUGE 10.45	LR: 0.00010000	*
Steps: 6000	Recognition Loss: 15.88460	Translation Loss: 63317.25000	PPL: 717.92529	Eval Metric: bleu	WER 5.09	(DEL: 0.14,	INS: 0.00,	SUB: 4.95)	BLEU-4 0.39	(BLEU-1: 10.94,	BLEU-2: 3.29,	BLEU-3: 1.14,	BLEU-4: 0.39)	CHRF 15.80	ROUGE 9.47	LR: 0.00010000	
Steps: 8000	Recognition Loss: 15.88928	Translation Loss: 68722.65625	PPL: 1258.64514	Eval Metric: bleu	WER 4.81	(DEL: 0.00,	INS: 0.00,	SUB: 4.81)	BLEU-4 0.38	(BLEU-1: 11.21,	BLEU-2: 3.28,	BLEU-3: 1.12,	BLEU-4: 0.38)	CHRF 16.71	ROUGE 9.29	LR: 0.00010000	
Steps: 10000	Recognition Loss: 17.92218	Translation Loss: 73611.93750	PPL: 2091.44458	Eval Metric: bleu	WER 4.81	(DEL: 0.14,	INS: 0.00,	SUB: 4.67)	BLEU-4 0.34	(BLEU-1: 10.57,	BLEU-2: 2.92,	BLEU-3: 0.97,	BLEU-4: 0.34)	CHRF 16.54	ROUGE 8.57	LR: 0.00010000	
Steps: 12000	Recognition Loss: 19.57632	Translation Loss: 79249.69531	PPL: 3756.22119	Eval Metric: bleu	WER 4.74	(DEL: 0.28,	INS: 0.00,	SUB: 4.46)	BLEU-4 0.43	(BLEU-1: 10.42,	BLEU-2: 2.69,	BLEU-3: 0.92,	BLEU-4: 0.43)	CHRF 16.34	ROUGE 8.61	LR: 0.00010000	
Steps: 14000	Recognition Loss: 20.24688	Translation Loss: 79867.42969	PPL: 4005.12109	Eval Metric: bleu	WER 4.10	(DEL: 0.07,	INS: 0.00,	SUB: 4.03)	BLEU-4 0.35	(BLEU-1: 10.14,	BLEU-2: 3.04,	BLEU-3: 1.03,	BLEU-4: 0.35)	CHRF 16.77	ROUGE 8.61	LR: 0.00010000	
Steps: 16000	Recognition Loss: 21.14591	Translation Loss: 82982.81250	PPL: 5535.31689	Eval Metric: bleu	WER 4.17	(DEL: 0.14,	INS: 0.00,	SUB: 4.03)	BLEU-4 0.39	(BLEU-1: 11.31,	BLEU-2: 3.26,	BLEU-3: 1.16,	BLEU-4: 0.39)	CHRF 16.96	ROUGE 9.24	LR: 0.00010000	
Steps: 18000	Recognition Loss: 19.24845	Translation Loss: 83147.93750	PPL: 5631.07129	Eval Metric: bleu	WER 4.24	(DEL: 0.14,	INS: 0.00,	SUB: 4.10)	BLEU-4 0.64	(BLEU-1: 10.51,	BLEU-2: 3.11,	BLEU-3: 1.24,	BLEU-4: 0.64)	CHRF 17.26	ROUGE 8.89	LR: 0.00010000	*
Steps: 20000	Recognition Loss: 17.53056	Translation Loss: 85548.40625	PPL: 7225.53076	Eval Metric: bleu	WER 3.96	(DEL: 0.14,	INS: 0.00,	SUB: 3.82)	BLEU-4 0.41	(BLEU-1: 9.11,	BLEU-2: 2.34,	BLEU-3: 0.87,	BLEU-4: 0.41)	CHRF 16.23	ROUGE 7.51	LR: 0.00010000	
Steps: 22000	Recognition Loss: 19.31933	Translation Loss: 86009.25781	PPL: 7579.79785	Eval Metric: bleu	WER 3.96	(DEL: 0.21,	INS: 0.00,	SUB: 3.75)	BLEU-4 0.58	(BLEU-1: 10.41,	BLEU-2: 2.94,	BLEU-3: 1.15,	BLEU-4: 0.58)	CHRF 16.61	ROUGE 8.60	LR: 0.00010000	
